ステーション名,住所,クラス,車種,コメント
タイムズ青葉榎が丘,神奈川県横浜市青葉区榎が丘17,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ青葉榎が丘,神奈川県横浜市青葉区榎が丘17,ミドル,シエンタ,NSP170G型/NCP175G型（2015年-2022年） ジュニアシートなし
タイムズ青葉荏田西,神奈川県横浜市青葉区荏田西3-10,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ青葉荏田西,神奈川県横浜市青葉区荏田西3-10,ミドル,シエンタ,NSP170G型/NCP175G型（2015年-2022年）
タイムズ青葉荏田西第２,神奈川県横浜市青葉区荏田西2-22,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
タイムズ青葉荏田西第２,神奈川県横浜市青葉区荏田西2-22,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ青葉荏田西第３,神奈川県横浜市青葉区荏田西2-32,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年） ジュニアシートなし
タイムズ青葉黒須田,神奈川県横浜市青葉区黒須田31,ベーシック,フィット（ハイブリッド）,ジュニアシートなし
タイムズ青葉黒須田,神奈川県横浜市青葉区黒須田31,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ青葉黒須田,神奈川県横浜市青葉区黒須田31,ベーシック,ライズ,A200A型（2019年-2021年） ジュニアシートなし
タイムズ鴨志田町,神奈川県横浜市青葉区鴨志田町551,プレミアム,ノア,R80型（2014年-2022年） 車両のトラブル、事故、無断延長などでご利用いただけない場合、同一車種での代替車両がご提供できません。あらかじめご了承ください。
タイムズ黒須田,神奈川県横浜市青葉区黒須田33,ベーシック,ノート,
タイムズ黒須田第２,神奈川県横浜市青葉区黒須田26,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
ハイプラザ桜並木,神奈川県横浜市青葉区あざみ野3-23,ベーシック,スイフト(ハイブリッド/1200cc),ジュニアシートなし
ハイプラザ桜並木,神奈川県横浜市青葉区あざみ野3-23,ベーシック,ノート e-POWER,
パークサイド市ヶ尾,神奈川県横浜市青葉区市ケ尾町1152,ベーシック,ライズ,A200A型（2019年-2021年）
